25.8836,245.8775,0
131.0947,810.3319,75
831.3355,53.9568,106
495.4967,955.2957,100
36.4716,485.7344,120
830.244,107.2799,58
436.6209,424.8519,38
505.4563,651.482,89
528.786,986.5838,29
577.3256,672.4622,90
676.0118,69.1039,35
869.6443,615.5753,113
164.2017,574.5919,32
542.8361,212.3113,129
783.0439,695.9821,4
247.0262,813.48,120
716.4887,692.3372,113
888.0304,863.5074,75
803.5379,77.6551,91
584.9037,716.8245,1
796.2609,376.1888,57
659.3171,427.0355,51
887.4182,372.4507,49
489.4239,868.072,64
570.6887,519.9109,67
773.7365,635.9241,21
602.0677,169.0177,82
215.279,597.5136,30
587.3985,602.4005,68
376.4033,799.2032,55
702.6035,34.1762,104
785.2117,246.9597,132
985.3516,930.1995,54
526.6175,301.8056,121
175.2375,19.2128,106
568.932,212.7854,77
404.249,332.9149,93
100.1207,433.8075,69
575.634,742.8815,124
430.1282,442.7293,124
607.7553,379.4054,81
859.5767,958.2228,86
919.2504,609.9223,57
79.3544,116.8242,55
247.569,369.1554,42
356.9892,380.0779,39
770.6815,151.1066,37
890.3373,575.4059,11
799.6079,324.4647,49
813.1602,377.5491,64
770.6695,253.689,100
118.4731,446.1775,129
860.4523,985.1635,93
319.4813,493.4585,134
398.0011,654.9027,39
823.7703,225.8338,9
673.1165,693.6103,102
51.188,794.4293,121
801.5735,213.7455,131
349.6789,404.8791,116
45.0568,742.7872,2
674.513,707.1105,42
705.4858,85.8446,108
975.138,772.4627,65
915.8648,798.0199,111
623.5739,141.1123,59
438.7596,901.5128,39
294.8186,275.0377,122
19.1371,837.9418,80
710.4313,710.3577,24
66.2096,743.6337,73
805.1657,469.5731,101
792.4202,357.0295,75
310.0736,949.4683,117
551.5162,65.1667,115
590.7676,967.5636,3
952.2583,694.3251,97
419.391,483.4574,29
484.7493,800.0816,40
43.7548,441.3103,81
788.0796,905.9858,50
683.4384,258.8018,65
338.422,907.7732,45
768.9636,198.5365,77
54.0207,523.3774,82
924.8703,7.9608,68
346.792,351.6127,19
332.6337,547.4419,8
149.438,693.1621,91
283.6504,144.9956,55
861.5657,460.9747,78
81.8349,190.8387,15
519.9835,241.8803,64
509.6507,69.4883,123
710.7423,493.6951,25
795.5309,259.6634,88
902.139,159.7361,106
837.9548,982.4516,71
