888.4176,989.7747,0
677.013,892.597,20
694.3158,453.5665,6
100.7198,268.1927,22
67.1721,45.4875,3
852.7319,547.0353,2
267.8832,601.2294,19
898.2301,915.3223,4
390.4274,792.0809,24
121.8977,573.4445,6
185.8564,238.8266,22
518.5262,298.4461,5
860.4747,80.717,13
891.6528,872.3131,3
667.3555,403.2263,2
157.5907,909.9412,21
30.1055,935.1409,22
245.083,653.2964,1
36.8793,596.196,20
72.7382,590.9525,7
929.1008,371.8869,6
24.0962,615.5602,2
816.8547,264.4599,19
417.969,754.201,1
582.4338,393.1493,14
875.0946,75.6163,4
617.5117,669.1449,9
261.6742,786.6759,9
548.5598,91.9162,11
844.8871,519.752,8
509.7925,95.7793,1
903.023,567.4997,20
222.4157,124.2193,16
740.8772,6.2389,1
540.4647,769.1536,3
994.4995,296.6873,10
671.8733,221.134,1
49.8675,955.1731,11
890.3705,253.638,11
581.1567,812.6134,23
867.4994,102.8801,10
496.785,197.0035,1
804.4231,513.8106,15
897.9477,791.0394,20
173.6575,628.4949,8
279.3391,147.4266,20
461.3481,2.1559,18
320.6334,190.4261,19
256.5253,633.1752,12
