294.0477,301.5558,0
750.7458,692.3352,175
800.559,499.5374,111
274.8611,253.9446,110
492.128,69.6173,212
12.5954,442.0216,62
819.5481,491.9156,212
69.1869,638.4955,101
227.7236,324.4281,70
802.3842,361.3419,145
359.5859,568.3727,22
136.0397,831.4317,45
783.6806,371.5207,104
197.3476,175.3333,204
722.4088,627.5921,217
185.0058,83.1675,222
551.8535,437.1439,184
816.9684,339.8333,149
668.1611,929.7754,30
552.0903,248.1646,201
288.0124,479.0586,5
76.429,746.1272,200
628.4186,96.3386,112
809.7845,469.7306,165
67.3624,593.1752,127
146.0609,125.9978,34
333.7274,552.1861,71
20.2365,839.1692,215
783.6597,342.5392,44
713.2438,778.3025,61
775.6858,967.0776,192
289.1123,255.7688,193
142.0506,138.602,216
6.1147,182.5514,2
619.0434,238.6618,122
164.6315,698.838,88
943.9769,282.5417,161
457.1271,796.2636,11
352.4069,919.2715,227
37.7341,121.6117,154
548.225,499.8978,222
425.7305,378.6328,195
572.0073,580.3434,101
442.5641,145.7207,209
495.6045,375.1226,45
416.2745,62.9932,78
258.7917,161.938,79
529.4058,62.5734,223
624.9489,859.4734,217
728.6829,49.9866,124
891.0697,471.9282,226
249.878,214.2159,15
137.6737,374.8646,172
434.0823,678.8589,122
41.9844,480.594,21
559.269,33.212,15
179.1972,275.7263,195
311.8304,31.3195,27
122.7819,625.0822,72
620.2827,935.1906,33
401.1886,970.9309,103
848.9243,583.4313,203
161.1922,233.74,202
788.0514,694.8391,113
82.8286,352.696,59
339.9941,0.2855,148
633.0523,488.4526,105
557.751,607.49,190
980.6016,471.8208,106
433.5007,285.9253,192
904.8436,448.0244,8
499.3888,795.892,171
697.9173,228.936,74
398.9917,86.0214,101
102.3653,262.3667,132
287.1017,85.9713,45
365.3872,932.1245,166
960.4347,39.3397,59
813.9392,389.0391,111
705.7289,348.1236,188
943.3673,683.5966,130
500.914,147.606,133
92.2499,522.6494,195
326.6223,337.6955,209
521.2751,619.1599,79
849.7542,982.7955,189
280.5156,515.0252,146
0.8095,242.7855,171
781.9799,680.2582,127
523.2133,548.6045,223
480.2007,211.8372,175
436.2832,458.6064,130
860.6587,120.7153,183
167.6908,311.1407,45
972.9602,41.3091,63
632.7664,113.3197,192
272.6022,958.8048,81
758.9549,799.409,117
225.5179,875.8538,32
802.2503,201.2514,143
154.7224,345.2174,91
540.761,883.8122,225
908.844,360.9116,206
682.3399,87.2008,68
714.9224,750.0519,210
976.8665,442.4554,212
526.598,936.8072,50
310.4343,799.244,170
294.8542,130.6265,178
875.0118,992.6292,13
133.8924,473.0528,78
313.3306,313.5322,33
747.3751,866.9995,26
770.8573,209.8908,125
350.4508,207.4636,61
948.3526,62.3522,34
245.8787,155.4023,205
654.0015,511.4014,65
745.657,443.1714,114
222.2784,547.0974,140
362.406,583.1002,167
228.6426,701.7977,42
608.4141,626.0862,100
776.8034,762.9419,80
214.4809,391.56,141
809.2975,744.0419,157
766.8086,533.4885,35
540.156,54.8184,220
379.9298,297.0443,168
977.7689,114.4487,105
821.34,771.8945,179
257.5917,961.1909,217
175.3828,414.2661,219
840.5383,454.5461,5
703.5938,109.7589,201
704.3909,676.6096,93
226.8509,86.1029,97
703.196,751.5974,176
840.2469,669.3195,13
635.9467,770.1952,22
123.4432,966.1648,120
961.1562,149.6229,132
709.3724,173.4202,18
612.4428,954.9118,68
459.575,316.3126,74
816.376,48.7178,150
406.7328,196.5644,199
413.0034,23.9984,74
668.1829,265.9533,94
670.7512,171.4366,5
467.7365,270.4878,172
564.303,978.7209,149
395.6062,602.3971,24
800.1344,110.3246,144
860.4133,598.0189,154
412.1713,543.0569,146
742.2391,835.0242,61
572.3269,215.1465,37
405.2139,873.4476,16
735.5093,21.5357,192
939.6075,490.7942,59
270.3083,911.1717,191
877.6729,791.1891,170
197.9538,887.2957,5
