679.4848,13.7597,0
25.0743,658.6057,173
18.111,515.9276,137
374.1154,377.5789,254
805.1541,622.3749,137
34.6124,883.7748,32
637.1955,132.3317,60
842.22,907.3756,254
476.8754,684.0328,134
824.6015,956.7155,188
895.6291,488.6938,241
387.8568,694.3313,156
796.1731,557.2372,95
725.0654,235.6874,243
963.0447,742.1498,263
332.8465,989.6464,110
816.8711,778.7866,129
752.0169,100.845,231
111.6847,342.488,130
417.9903,410.7383,49
430.1181,429.6048,34
21.3925,601.9412,76
964.1816,337.9985,181
110.7223,575.1267,6
965.2171,293.2801,33
70.1334,70.6572,220
613.7611,702.711,113
848.4306,270.7144,175
704.7143,828.4401,147
787.1592,349.2528,57
648.2896,377.9737,241
751.0591,846.299,66
968.9324,885.1238,260
70.8805,147.6848,100
454.2082,64.3313,238
336.5317,438.9485,278
298.7049,421.1567,9
201.9064,129.4436,116
438.202,344.0887,193
817.5171,823.4946,234
21.6165,807.7481,276
523.6402,700.1482,3
643.6929,945.9947,231
73.2754,282.0092,237
616.2232,413.1012,218
820.5186,35.1796,54
607.9363,403.6008,259
795.7298,372.3178,260
860.3515,771.4152,167
414.6082,576.6402,198
891.6288,171.8096,277
1.8408,432.2107,212
780.9195,356.6506,246
834.8999,311.6316,188
463.04,25.8045,247
694.1157,750.0241,159
828.3286,506.8604,124
29.0107,493.0254,141
525.0203,976.689,111
840.2427,714.549,208
333.3927,724.8499,122
458.224,905.5532,59
449.5306,549.2903,194
697.0914,392.6796,223
23.2689,545.5769,156
830.9132,420.1431,68
381.6068,378.2076,266
406.9832,317.4061,267
888.4239,837.0664,214
916.7981,281.0783,268
56.4768,713.4539,162
124.1775,373.7714,203
88.3627,731.9256,208
745.3004,919.3668,36
527.1633,959.5067,237
311.499,977.4718,181
844.4935,739.0722,228
161.5692,812.7605,183
952.8809,351.79,145
362.1592,248.2932,224
943.6005,205.9864,89
24.7565,992.4214,171
707.8835,645.1941,7
136.9932,760.3139,136
258.2202,639.773,92
725.08,645.8621,272
16.3009,192.6707,242
200.055,594.0014,276
154.1869,292.5719,84
364.751,837.4976,146
439.9889,122.7169,114
891.5187,392.4266,211
402.3435,513.2356,145
454.9293,806.9703,254
814.9361,459.8833,76
430.6065,235.1707,245
863.2614,854.0155,149
858.6348,880.7439,4
78.6953,430.9618,218
507.6265,98.5818,48
121.7076,126.0051,4
722.8081,591.6568,251
235.8769,712.935,161
289.077,90.1453,249
433.9433,194.7935,206
801.0809,763.7954,143
387.621,219.2423,237
235.2979,442.2448,12
101.4104,324.5941,86
363.2786,775.3586,61
110.9308,439.4727,228
822.1027,165.9642,212
729.9574,220.7514,233
326.8815,616.2768,96
974.3657,764.2857,137
803.8235,431.0173,39
701.5814,737.1111,103
549.5928,350.3551,232
3.9062,131.8858,107
450.8142,243.2984,176
464.0862,430.5808,200
19.3414,28.5007,273
729.6934,814.2735,186
495.8497,957.8473,148
690.8654,681.6212,186
87.2516,375.6393,46
978.3888,954.9582,127
542.4024,651.5035,81
718.8574,594.8633,241
771.3953,940.9192,148
618.7376,736.6443,147
697.5909,543.5431,256
398.0148,784.4819,248
597.763,209.3439,117
611.0009,1.4563,10
989.7253,265.0433,255
557.7955,76.1411,150
120.9867,751.0376,120
909.1297,646.7214,10
832.3172,947.0842,73
42.9592,791.2334,219
360.8956,68.269,133
639.2982,798.7474,264
803.9521,425.6077,23
750.5324,965.1628,27
834.6528,237.4464,77
343.6237,636.0981,151
792.7335,826.0786,71
188.7964,670.9241,208
319.2506,946.4777,245
142.2852,661.1067,273
610.5571,631.3254,35
840.6615,313.0869,117
920.3017,790.8465,272
635.1547,722.7544,154
930.2739,303.603,161
601.3105,425.9082,33
70.3111,912.2496,270
263.6497,510.4865,97
11.9491,159.144,126
549.6964,830.3142,50
884.6234,994.069,50
885.1987,76.9545,25
169.5135,195.5871,52
662.9862,629.758,173
734.0834,232.7024,25
304.5684,731.8011,135
398.5929,248.9048,18
602.3029,408.807,83
790.9369,123.2637,183
255.1375,575.3323,66
577.6849,517.8809,131
490.1086,661.1869,224
30.0329,769.7803,95
638.2165,318.887,187
714.0961,711.7478,262
98.7291,560.6583,109
376.4016,371.2157,96
402.3374,516.8147,259
189.1268,664.8964,107
476.5809,305.6084,138
975.5776,145.3724,3
