328.0748,796.6317,0
823.85,640.8586,12
239.3902,785.9526,22
988.3404,383.9291,20
181.4036,379.6453,24
170.4577,666.334,4
531.8958,496.8528,55
975.5262,690.5698,8
139.8989,710.9419,45
934.6571,937.6779,47
395.7174,333.5954,41
725.4904,459.6781,55
416.2638,206.044,24
893.3139,743.1857,12
918.0788,887.2688,40
280.3112,731.6123,4
232.5234,334.1398,51
234.5053,164.7972,52
509.082,985.0655,61
757.8281,598.0413,32
360.4351,962.2078,24
187.8066,940.8695,43
788.5823,96.7825,23
167.8797,145.2441,53
267.3627,346.8973,22
668.1715,181.2038,43
287.1925,363.7679,62
890.4346,239.5666,2
973.7433,696.4633,45
395.2583,533.4902,35
147.6784,93.7904,4
155.2032,130.6638,58
861.5224,919.7379,53
36.1815,365.0062,38
46.3666,327.4948,14
57.5218,970.7665,25
340.6388,344.811,34
702.9253,354.7701,4
52.1796,869.6831,48
659.0017,866.3789,62
239.1893,505.0519,37
140.1674,397.1889,19
383.1004,30.0875,59
96.6047,977.0452,5
