626.1555,23.1257,0
715.5611,109.3068,115
345.1348,649.9873,84
238.4195,607.1189,52
410.8358,963.3886,29
796.9004,390.7389,17
642.6813,890.636,49
631.0087,119.7195,97
965.6575,839.6918,75
293.695,671.9832,50
502.0241,622.7324,111
698.9028,150.2302,99
547.286,404.3358,39
344.4699,119.6378,53
715.4975,404.265,72
424.5419,608.9115,19
953.1846,711.0052,10
888.0432,136.9125,24
627.6103,351.7095,109
370.8226,926.7654,20
682.9437,870.5873,3
243.8757,261.5955,60
413.8355,929.6328,117
528.4798,462.7323,27
95.3857,987.9746,115
146.044,231.0008,78
212.9165,617.4517,98
465.013,87.1416,57
407.9312,317.3905,105
58.482,185.0407,50
638.8647,467.9749,45
570.0237,331.1686,40
831.9038,66.7513,100
522.8913,810.507,26
164.1281,13.5805,29
954.4377,509.9474,84
840.0803,657.8934,49
439.2863,805.2566,32
994.0343,585.072,85
683.3792,581.0916,16
79.7743,456.2167,36
553.571,391.9705,33
410.3003,260.5648,83
274.868,653.3895,46
908.5726,430.6834,116
681.9255,125.1598,56
932.5659,768.4501,71
963.6729,924.5552,102
509.9684,10.3329,20
244.8268,509.1163,7
845.7274,228.1458,7
830.887,118.4765,30
320.5182,611.0732,51
740.4015,149.8012,81
441.196,659.6662,111
247.0383,904.6507,13
900.2081,763.1285,20
769.4726,307.0712,104
357.2906,687.738,85
682.3822,230.6698,56
741.0395,799.4596,34
561.8867,458.2379,42
87.2796,246.9999,64
253.9056,725.9508,112
976.6185,823.8542,10
151.5385,584.0461,20
185.8446,219.7083,95
604.8615,354.3077,6
386.8979,359.5528,35
106.0663,264.8576,45
718.9389,286.1057,83
292.9412,69.5102,46
993.1937,636.38,45
161.3037,146.2729,1
340.8892,580.8776,92
656.8269,652.914,101
662.1007,867.5955,95
475.0743,323.7992,28
740.2643,819.8365,16
101.9068,728.4453,101
150.8065,927.3976,107
330.6801,678.6684,81
551.4879,890.5337,19
133.9,403.6514,93
377.6271,667.666,68
302.1526,156.5137,72
148.6643,96.2286,11
844.3329,860.7389,87
174.2352,904.7149,23
294.7191,818.2987,41
181.0389,222.1496,62
768.1599,752.5643,77
664.1324,684.5556,75
865.9411,440.8621,89
364.2745,135.0127,40
505.8556,14.2194,60
389.9519,806.8642,104
69.2017,702.3795,93
435.5609,840.9567,98
19.8919,788.8832,75
152.0529,88.7727,67
583.9466,160.8755,53
651.0941,373.4671,81
506.4456,498.8585,13
191.4994,746.7065,87
741.5039,118.8854,29
411.2542,524.589,43
697.3596,579.8936,79
326.4949,949.0255,28
587.8643,728.4672,42
444.8556,523.6468,17
349.2053,11.8507,90
87.7705,280.9761,108
64.0161,22.3955,79
211.5751,935.9555,95
770.5142,506.404,61
280.4995,681.1047,60
466.2065,130.8095,112
986.88,385.3435,20
150.8281,199.3634,49
442.7907,65.2355,23
