41.4408,511.314,0
322.589,863.7838,18
391.2723,250.7956,39
663.3893,812.7093,10
983.1012,227.5619,55
112.4036,3.2514,14
667.7554,948.6791,27
602.7365,518.1015,25
362.3133,153.0896,58
349.7712,95.1594,53
191.9594,619.7661,60
198.6317,620.4268,11
180.7104,885.1346,55
321.5507,928.0138,5
355.109,225.0506,12
154.8216,88.2973,56
255.4392,299.82,7
601.2602,786.3934,56
481.5781,151.6201,35
340.0167,963.6674,30
346.2858,945.6989,48
801.9917,447.0627,18
805.6418,445.3271,13
292.9129,515.0896,60
246.1038,816.3204,10
955.0806,59.1386,36
842.8747,721.3709,17
283.8464,10.0418,31
386.3505,560.607,39
486.7845,771.2603,52
261.0936,120.3381,18
218.7599,589.5858,18
750.3227,564.7779,39
599.1721,617.9377,49
6.4728,311.8876,31
69.9554,347.9259,34
970.9718,528.6637,55
185.5377,357.0422,14
776.3234,293.7173,10
298.2269,794.6047,29
619.6995,277.3409,47
884.1865,228.5952,6
