757.7907,912.9971,0
734.1864,958.6978,49
549.9073,922.2735,22
996.0671,637.302,47
467.3958,612.3266,24
158.5915,667.3317,36
649.1861,736.5506,60
467.8247,457.8757,64
966.1625,71.0918,69
505.613,794.9919,48
543.368,537.889,14
771.4448,144.8231,33
754.1518,96.373,30
997.9943,702.8593,26
544.1932,489.8945,70
922.7386,338.2501,59
532.6594,268.6514,54
552.4699,429.9973,30
157.319,213.9578,41
775.007,997.4537,21
105.7044,218.3319,4
614.9564,925.6803,7
908.1809,188.1142,18
895.2605,71.6447,72
22.5811,738.5825,67
727.9325,798.6568,73
991.9355,189.2114,62
978.1072,977.3458,5
72.371,157.6355,44
182.19,921.0014,41
569.8874,515.5577,7
752.2662,744.9167,21
240.3931,510.5955,27
844.6518,976.1811,17
521.6741,237.4716,62
62.7615,741.7074,55
431.0489,506.0657,20
979.2948,714.7246,1
33.9591,474.99,29
192.4227,170.1714,74
113.8408,963.8384,31
913.8609,271.0677,33
471.822,997.2914,73
564.3755,56.1103,24
745.3503,296.1278,2
648.9901,450.6348,72
132.8645,794.9847,4
337.9635,329.0235,12
280.3239,272.1994,1
867.7516,361.7059,54
